Age,Attrition,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
53,No,1,1,2,1,8381,7,No,20,4,4,18,2,4,14,8,10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
34,No,1,5,1,4,2691,1,No,12,3,4,10,4,2,10,8,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
45,Yes,26,4,2,1,4286,2,No,14,3,4,5,4,3,1,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
26,No,6,3,1,4,2659,1,Yes,13,3,3,3,2,3,3,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
37,No,3,3,3,3,9434,1,No,15,3,3,10,2,3,10,7,8,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
29,No,3,2,2,3,5561,1,No,14,3,1,6,5,2,6,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
35,No,6,4,2,4,6646,1,No,13,3,2,17,3,3,17,11,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
33,No,6,3,2,4,7725,3,No,23,4,3,15,2,1,13,4,7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54,No,19,4,3,2,10725,2,No,15,3,3,16,1,4,9,7,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
36,No,9,2,2,2,8847,2,Yes,11,3,3,13,2,3,3,0,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
27,No,3,4,1,4,2045,0,No,13,3,4,5,0,3,4,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
20,Yes,10,1,1,3,1009,1,Yes,11,3,4,1,5,3,1,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
33,Yes,3,3,1,1,3348,1,Yes,11,3,1,10,3,3,10,9,7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
35,No,3,3,1,3,1281,1,No,18,3,3,1,3,3,1,0,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
23,No,4,3,1,1,2819,2,No,16,3,1,5,3,4,3,0,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
25,No,8,3,2,2,4851,0,No,22,4,3,4,4,3,3,1,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,No,7,4,2,4,4028,0,No,20,4,1,8,2,3,7,0,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,No,1,4,1,4,2720,1,No,18,3,4,10,5,3,10,2,8,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
48,No,2,1,2,2,8120,3,No,12,3,4,12,3,3,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
27,No,3,1,2,4,4647,1,Yes,20,4,2,6,3,3,6,0,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
37,No,10,2,1,4,4680,3,No,17,3,1,4,2,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50,No,28,1,1,3,3221,1,Yes,11,3,3,20,3,3,20,3,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
34,No,9,3,3,2,8621,1,No,14,3,2,9,3,4,8,7,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,Yes,3,2,2,3,4577,9,No,14,3,1,4,3,3,2,2,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
39,No,2,4,2,3,4553,1,No,11,3,1,20,4,3,20,11,10,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
32,No,10,3,2,4,5396,1,No,12,3,4,10,2,2,10,0,8,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
50,Yes,8,2,2,3,6796,3,Yes,14,3,1,18,4,3,4,1,3,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
38,No,1,4,2,4,7625,0,No,13,3,3,10,4,2,9,1,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27,No,1,2,3,1,7412,1,No,11,3,4,9,3,3,9,0,7,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
32,No,3,2,3,4,11159,3,No,15,3,4,10,6,3,7,7,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,No,14,4,2,1,4960,2,No,12,3,4,20,2,3,7,1,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
40,No,5,4,3,1,10475,5,Yes,21,4,3,20,2,3,18,1,12,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
53,No,7,3,4,3,14814,3,No,19,3,3,32,3,3,5,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
41,No,10,4,5,4,19141,3,No,15,3,2,23,2,2,21,12,6,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
60,No,16,4,2,1,5405,8,No,14,3,4,10,1,3,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
27,No,10,2,3,1,8793,1,No,21,4,3,9,4,2,9,1,7,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
41,No,1,3,5,3,19189,1,No,12,3,2,22,3,3,22,2,10,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50,No,8,4,1,2,3875,7,No,15,3,4,4,2,3,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
28,Yes,1,2,1,2,2216,7,Yes,13,3,4,10,4,3,7,3,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
36,No,8,3,3,1,11713,9,No,14,3,1,10,2,3,8,0,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
38,No,1,3,3,3,7861,4,Yes,14,3,4,10,4,4,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,No,24,3,1,3,3708,2,No,14,3,3,9,5,3,5,1,4,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
47,No,3,3,4,3,13770,9,Yes,12,3,4,28,2,2,22,11,13,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
30,No,27,5,2,4,5304,7,No,23,4,4,10,2,2,8,7,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29,No,10,3,1,3,2642,1,No,11,3,3,1,6,3,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
42,Yes,19,3,1,3,2759,6,Yes,12,3,4,7,2,3,2,2,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
43,No,15,3,2,4,6804,3,No,18,3,3,7,5,3,2,2,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
34,No,8,2,2,3,6142,3,No,11,3,4,10,2,3,5,4,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23,No,9,1,1,1,2500,1,No,14,3,4,5,2,4,4,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
39,No,3,3,2,2,6389,9,No,15,3,3,12,3,1,8,3,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
56,No,9,3,4,4,11103,7,No,11,3,3,30,1,2,10,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
40,No,2,1,1,4,2342,0,Yes,20,4,4,5,2,2,4,2,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
27,No,7,3,2,1,6811,8,No,19,3,1,9,2,1,7,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29,No,10,3,1,2,2297,1,No,14,3,4,2,2,3,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
53,No,6,3,2,4,2450,2,No,17,3,4,19,4,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
35,No,2,4,2,1,5093,2,No,11,3,1,16,2,4,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,No,24,4,2,4,5309,1,No,15,3,4,10,2,3,10,4,7,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
38,No,2,5,1,3,3057,6,Yes,13,3,2,6,0,1,1,0,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
34,No,8,5,2,1,5121,3,No,14,3,3,7,3,3,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
52,No,3,4,4,1,16856,1,No,11,3,1,34,3,4,34,1,16,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
33,Yes,1,4,1,4,2686,1,Yes,13,3,3,10,2,2,10,7,8,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
25,No,26,1,2,4,6180,1,No,23,4,2,6,5,2,6,1,4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
45,No,2,2,2,3,6632,0,No,13,3,1,9,3,3,8,3,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
23,No,10,1,1,3,3505,1,No,18,3,4,2,3,3,2,0,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
47,Yes,27,2,2,3,6397,4,Yes,12,3,4,8,2,3,5,1,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
34,No,2,3,2,4,6274,1,No,22,4,3,6,5,3,6,1,4,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
55,Yes,2,3,5,1,19859,5,Yes,13,3,4,24,2,3,5,1,4,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
36,No,8,4,3,1,7587,1,No,15,3,2,10,1,3,10,0,9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
52,No,19,4,1,4,4258,0,No,18,3,1,5,3,3,4,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
26,No,1,2,1,4,4364,3,No,14,3,1,5,2,3,2,2,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
29,No,27,3,2,3,4335,4,No,12,3,1,11,3,2,8,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
26,Yes,8,3,2,1,5326,6,No,17,3,3,6,2,2,4,1,2,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
34,No,1,4,1,4,3280,2,No,16,3,3,10,2,3,4,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
54,No,19,4,2,1,5485,9,Yes,11,3,2,9,4,3,5,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
27,No,8,1,2,4,4342,0,No,19,3,2,5,3,3,4,1,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
37,No,10,1,1,1,2782,0,Yes,13,3,2,6,3,2,5,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,No,2,4,2,1,5980,6,Yes,12,3,4,17,2,3,15,4,12,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
34,No,2,4,1,1,4381,1,No,11,3,3,6,3,3,6,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
35,No,8,4,1,4,2572,1,No,16,3,2,3,1,2,3,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
30,No,1,3,1,3,3833,3,No,21,4,3,7,2,3,2,0,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
40,No,2,2,2,2,4244,1,No,24,4,4,8,2,3,8,3,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
34,No,8,2,2,1,6500,5,No,17,3,2,6,1,3,3,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
42,No,8,3,5,4,18430,1,No,13,3,2,24,4,2,24,14,9,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
23,Yes,6,3,1,1,1601,1,Yes,21,4,3,1,2,3,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
24,No,9,3,1,2,2694,1,No,11,3,3,1,4,3,1,0,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
52,No,11,4,2,3,3149,8,No,20,4,2,9,3,3,5,1,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
50,No,2,3,4,3,17639,5,No,16,3,4,30,3,3,4,0,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
29,Yes,1,2,1,1,2319,1,Yes,11,3,4,1,1,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,No,7,3,3,3,11691,0,No,11,3,4,14,3,4,13,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
33,Yes,16,3,2,1,5324,5,No,15,3,3,6,3,3,3,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
47,No,2,2,4,4,16752,1,Yes,11,3,3,26,3,2,26,3,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
36,No,1,3,2,2,5228,0,No,15,3,1,10,2,3,9,0,5,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
29,No,23,2,1,3,2700,1,No,24,4,3,10,3,3,10,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
58,Yes,2,4,5,2,19246,7,Yes,12,3,4,40,2,3,31,13,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
35,No,1,4,1,3,2506,3,No,13,3,3,7,0,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42,No,1,2,2,4,6062,9,Yes,13,3,4,8,4,3,4,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
28,Yes,2,4,1,3,4382,6,No,17,3,4,5,3,2,2,2,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
36,No,13,3,1,2,2143,4,No,13,3,2,8,2,3,5,0,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
32,No,4,3,2,3,6162,1,No,12,3,3,14,3,3,14,6,8,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40,No,16,4,2,3,5094,6,No,14,3,4,10,6,3,1,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
30,No,2,3,2,4,6877,5,Yes,24,4,2,12,4,2,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
45,No,2,3,1,3,2274,1,No,14,3,4,1,3,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42,No,29,3,2,2,4434,1,No,13,3,4,10,3,2,9,7,8,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
38,No,12,3,2,1,6288,2,No,15,3,3,13,3,2,4,1,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34,No,16,4,1,4,2553,1,No,16,3,3,6,3,3,5,1,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,Yes,11,3,3,4,7654,1,No,18,3,1,9,3,4,9,7,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55,Yes,2,1,2,4,5160,4,No,16,3,3,12,3,2,9,7,3,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
43,No,14,2,4,1,17159,6,No,24,4,3,22,3,3,4,1,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
