,name,rating,reviews,salary,company_type,headquarter
2142,Satyam Venture Engineering Services,4.0,319,2300.0,Auto Components ,Hyderabad/Secunderabad
2143,Magic Bus India Foundation,3.9,319,1200.0,Non-Profit ,Mumbai
2144,UCAL Fuel Systems,3.7,319,1600.0,Auto Components ,Chennai
2145,Markets and Markets,3.6,319,3000.0,Analytics & KPO ,Pune
2146,Nissin Brake,4.1,319,1400.0,Auto Components ,Nagano
2147,Ben Franklin Opticians,4.3,319,947.0,Medical Equipment ,Hyderabad/Secunderabad
2148,MAYORA,3.8,319,1100.0,Beverage ,Hyderabad
2149,Ventura Securities,3.9,318,1400.0,Financial Services ,Thane
2150,Powerweave,3.5,318,1700.0,BPO ,Mumbai
2151,Sandoz,4.1,318,1500.0,Pharma ,Holzkirchen
2152,Lanco Infratech,4.4,318,894.0,Engineering & Construction ,Gurgaon/Gurugram
2153,Rashmi Group,3.6,318,1900.0,Iron & Steel ,Kolkata
2154,Zealous Services,3.4,318,1300.0,Design ,Chennai
2155,Qcon,4.2,318,962.0,Engineering & Construction ,Doha
2156,Montecarlo Construction,4.1,318,1300.0,Engineering & Construction ,Ahmedabad
2157,Legrand,3.6,317,1800.0,Electrical Equipment ,Limoges
2158,Healthians,3.2,317,1500.0,Healthcare ,Gurgaon
2159,Khadims,3.7,317,1300.0,Fashion & Textile ,Kolkata
2160,Morepen Laboratories,3.9,317,1400.0,Pharma ,Baddi
2161,Allcargo Logistics,4.0,317,1800.0,Logistics ,Mumbai
2162,Omax Autos,3.8,317,1400.0,Auto Components ,Gurgaon/Gurugram
2163,Aquasub Engineering,3.8,317,1400.0,Industrial Machinery ,Bangalore/Bengaluru
2164,Hema Engineering Industries,3.6,317,1700.0,Auto Components ,Gurgaon/Gurugram
2165,Expertrons,3.9,317,552.0,Education & Training ,Mumbai
2166,Jumio,3.7,316,1100.0,IT Services & Consulting ,Palo Alto
2167,IIC Technologies,3.9,316,1400.0,IT Services & Consulting ,Hyderabad/Secunderabad
2168,Netmeds.com,3.5,316,1900.0,Internet ,Chennai
2169,Krsnaa Diagnostics,4.0,316,1000.0,Healthcare ,Pune
2170,Sleek International,3.8,316,1200.0,Furniture & Furnishing ,Mumbai
2171,Soma Enterprises,4.3,316,961.0,Engineering & Construction ,Hyderabad/Secunderabad
2172,Miles Education - CPA & CMA Review (Hyderabad),4.2,316,606.0,EdTech ,Bengaluru/Bangalore
2173,Axa XL,3.7,316,2700.0,Insurance ,Hamilton
2174,Ergode IT Services,3.6,316,1300.0,IT Services & Consulting ,Houston
2175,Teleysia Networks,3.5,315,1000.0,Telecom ,Ahmedabad
2176,Royal Orchid Hotels,4.0,315,1300.0,Hospitality ,Bangalore/Bengaluru
2177,Galaxy Surfactants,3.8,315,1400.0,Chemicals ,Mumbai
2178,Toyota,4.4,315,1600.0,Automobile ,Toyota City
2179,SS Supply Chain Solutions,4.3,315,772.0,IT Services & Consulting ,Gurgaon
2180,Toyota,4.4,315,1600.0,Automobile ,Toyota City
2181,Teleysia Networks,3.5,315,1000.0,Telecom ,Ahmedabad
2182,Galaxy Surfactants,3.8,315,1400.0,Chemicals ,Mumbai
2183,SS Supply Chain Solutions,4.3,315,772.0,IT Services & Consulting ,Gurgaon
2184,Capital Business Systems,3.7,314,1200.0,IT Services & Consulting ,Delhi/NCR
2185,Great Learning,3.8,314,2500.0,EdTech ,Gurgaon
2186,Oda Class,3.6,314,418.0,EdTech ,Bengaluru/Bangalore
2187,Online Legal India,4.8,314,52.0,Legal ,Kolkata
2188,Applied Materials,4.2,314,3400.0,Semiconductors ,Santa Clara
2189,Securitas,3.8,314,1500.0,Law Enforcement & Security ,Stockholm
2190,Orcapod Consulting Services,3.3,314,1600.0,IT Services & Consulting ,Mumbai
2191,ETA Engineering,3.6,313,933.0,Engineering & Construction ,Chennai
2192,Scaler Academy,4.0,313,1500.0,EdTech ,Bangalore
2193,Mahindra Integrated Business Solutions,3.6,313,1800.0,BPO ,Mumbai
2194,NCCCL,3.5,313,1300.0,Engineering & Construction ,Mumbai
2195,2COMS,3.6,313,1100.0,Recruitment ,Kolkata
2196,Competent Software,3.8,313,965.0,IT Services & Consulting ,Delhi/NCR
2197,Hettich,3.8,313,1900.0,Furniture & Furnishing ,Kirchlengern
2198,SunTec Web Services,3.3,313,1700.0,IT Services & Consulting ,New Delhi
2199,Insolutions Global,3.6,313,2200.0,FinTech ,Mumbai
2200,Aramex,3.8,313,1100.0,Logistics ,Dubai
2201,STUP Consultants,4.0,312,1100.0,Engineering & Construction ,Mumbai
2202,RSB Transmissions,3.8,312,1700.0,Industrial Machinery ,Pune
2203,Realty Assistant,4.3,312,284.0,Real Estate ,Noida
2204,Audi,4.0,312,1300.0,Automobile ,Ingolstadt
2205,Munjal Showa,3.5,312,1200.0,Auto Components ,Gurgaon/Gurugram
2206,GAVS Technologies,4.0,312,3800.0,IT Services & Consulting ,Princeton
2207,Aloha Technology,3.4,312,1800.0,IT Services & Consulting ,Pune
2208,Alfanar,4.2,312,939.0,Electronics Manufacturing ,Riyadh
2209,RedBus,4.3,311,1600.0,Internet ,Bangalore
2210,Flowserve,4.0,311,2700.0,Industrial Machinery ,Irving
2211,Mrs Bector's Food Specialities,4.0,311,1200.0,FMCG ,Gurgaon
2212,Brembo Brake India,4.3,311,1500.0,Auto Components ,Stezzano
2213,Teradata,4.1,311,3900.0,Software Product ,San Diego
2214,Aptiv,3.9,310,3600.0,Auto Components ,Dublin
2215,Visaka Industries,4.1,310,1400.0,Building Material ,Hyderabad/Secunderabad
2216,360 Realtors,3.7,310,1600.0,Real Estate ,Gurgaon/Gurugram
2217,APL Apollo Tubes,3.7,310,1600.0,Building Material ,Delhi/NCR
2218,OLX Autos,3.8,310,1300.0,Gurgaon/Gurugram +29 more,Gurgaon/Gurugram
2219,Home First Finance Company India,4.0,309,1800.0,Financial Services ,Mumbai
2220,Numeric UPS,3.8,309,712.0,Consumer Electronics & Appliances ,Chennai
2221,Havmor Ice Cream,4.1,309,1200.0,Food Processing ,Ahmedabad
2222,Writer Information Management Services,3.3,309,1700.0,Facility Management Services ,Mumbai
2223,Juniper Networks,4.1,309,3700.0,Hardware & Networking ,Sunnyvale
2224,NR Switch N Radio Services,3.7,309,1000.0,Telecom ,Kota
2225,Tetra Pak,4.1,309,2000.0,Packaging ,Pully
2226,Toshiba JSW Power Systems,4.3,309,2000.0,Industrial Machinery ,Chiyoda-ku
2227,Ralson India,3.8,309,1500.0,Auto Components ,Delhi/NCR
2228,Venkateshwara Hatcheries,3.9,309,1400.0,Food Processing ,Pune
2229,Essar Projects India,4.0,308,880.0,Engineering & Construction ,Mumbai
2230,Eurokids,4.0,308,1300.0,Education & Training ,Mumbai
2231,Indian Bank,3.4,308,1400.0,Banking ,Chennai
2232,ERA Group,3.8,308,679.0,Power ,Mumbai
2233,Commonwealth Bank of Australia,3.7,308,3600.0,Banking ,Sydney
2234,Kolte Patil Developers,4.1,308,1700.0,Real Estate ,Pune
2235,Indraprastha Gas,4.0,308,1700.0,Oil & Gas ,Mumbai
2236,Par Pharmaceutical Companies,4.2,308,1500.0,Pharma ,Chestnut Ridge
2237,Seoyon E-hwa Automotive,3.9,308,2000.0,Auto Components ,Seoul
2238,Alankit,3.0,308,1300.0,Financial Services ,Delhi/NCR
2239,Grass Roots Research & Creation,4.9,307,106.0,Analytics & KPO ,New Delhi
2240,Kirloskar Toyota Textile Machinery,4.4,307,859.0,Industrial Machinery ,Bangalore/Bengaluru
2241,Sany Heavy Industry,3.8,307,1600.0,Industrial Machinery ,Beijing
2242,The Park Hotels,4.1,307,1300.0,Hospitality ,Kolkata
2243,Groupon,3.3,307,2400.0,Internet ,Chicago
2244,TotalEnergies,3.9,307,1400.0,Oil & Gas ,Paris
2245,Majesco,3.8,307,4400.0,IT Services & Consulting ,Morristown
2246,Vedanta Limited,4.0,307,2100.0,Metals & Mining ,Jharsuguda
2247,Nspira Management Services,3.8,307,1800.0,BPO ,Hyderabad/Secunderabad
2248,Caparo Maruti,4.0,307,1300.0,Auto Components ,Gurgaon/Gurugram
2249,Supr Daily,4.0,307,1400.0,Internet ,Bangalore
2250,IOCL Refinery,4.5,306,1400.0,Oil & Gas ,New Delhi
2251,Sheela Foam,4.2,306,1200.0,Furniture & Furnishing ,Delhi/NCR
2252,Innominds Software,3.1,306,4000.0,IT Services & Consulting ,Hyderabad/Secunderabad
2253,Kalyani Technoforge,4.0,306,1600.0,1k-5k Employees ,Pune
2254,Aurionpro Solutions,3.7,306,2500.0,Software Product ,Mumbai
2255,QX Global Group,3.5,306,1600.0,IT Services & Consulting ,Skipton
2256,PULSUS HealthTech Group,3.7,306,1300.0,Printing & Publishing ,London
2257,Novac Technology Solutions,3.9,306,2600.0,Software Product ,Chennai
2258,PureSoftware,3.3,306,2800.0,IT Services & Consulting ,Singapore
2259,Agro Tech Foods,4.1,305,1100.0,FMCG ,Gurgaon/Gurugram
2260,CareerNet Consulting,3.7,305,3800.0,Recruitment ,Bangalore
2261,Consolidated Construction Consortium,4.2,305,973.0,Engineering & Construction ,Chennai
2262,Accion Labs,3.7,305,4000.0,IT Services & Consulting ,Bridgeville
2263,EID Parry (India),4.2,305,1300.0,FMCG ,Chennai
2264,Meyer Organics,3.6,304,1300.0,Pharma ,Thane
2265,Writer Safe Guard,3.7,304,991.0,Law Enforcement & Security ,Mumbai
2266,Tanishq Jewellery,4.5,304,755.0,Jewellery ,Bengaluru
2267,SRM University,3.7,304,1600.0,Education & Training ,Chennai
2268,Danske IT,3.5,304,2200.0,IT Services & Consulting ,Bangalore/Bengaluru
2269,Gtpl Broadband,3.8,303,1400.0,Telecom ,Ahemdabad
2270,Fenesta Building Systems,4.1,303,1500.0,Building Material ,Gurgaon/Gurugram
2271,Diya Systems,3.5,303,1500.0,BPO ,Mangaluru/Mangalore
2272,ARMSOFTECH.AIR,3.7,303,1100.0,IT Services & Consulting ,Chennai
2273,Kirloskar Ferrous Industries,4.1,303,1300.0,Iron & Steel ,Koppal
2274,Publicis,3.6,302,4200.0,Marketing & Advertising ,Paris
2275,Tsys Card Tech Services,4.3,302,3100.0,IT Services & Consulting ,Columbus
2276,India Nippon Electricals,4.0,302,1300.0,Auto Components ,Hosur
2277,Thought Focus,3.7,302,2600.0,IT Services & Consulting ,Milwaukee
2278,Balmer Lawrie,3.8,302,1700.0,Packaging ,Kolkata
2279,Aimil Pharmaceuticals,3.6,302,1600.0,Pharma ,Delhi/NCR
2280,Allianz Partners,3.8,302,1800.0,Insurance ,Saint-Ouen
2281,Shivalik Small Finance Bank,3.9,302,1300.0,Banking ,Noida
2282,AccorHotels,4.4,301,1200.0,Hospitality ,Paris
2283,Silverlink Technologies,4.4,301,303.0,IT Services & Consulting ,Mumbai
2284,Prism Cement,3.9,301,887.0,Building Material ,Mumbai
2285,Zoomcar,3.7,301,1700.0,Internet ,Bangalore
2286,Kuwait National Petroleum Company,4.4,301,1300.0,Oil & Gas ,Al Ahmadi
2287,Tata Power Solar,4.2,301,1700.0,Power ,Mumbai
2288,Anthem Biosciences,4.0,300,2400.0,Pharma ,Bangalore/Bengaluru
2289,Groupm Media,3.9,300,3000.0,Marketing & Advertising ,New York
2290,C-Edge Technologies,3.9,300,2100.0,IT Services & Consulting ,Thane
2291,Diffusion Engineers,4.3,300,616.0,Industrial Machinery ,Nagpur
2292,Meghmani Organics,3.9,300,2000.0,Chemicals ,Ahmedabad
2293,Medall Healthcare,3.5,300,1300.0,Healthcare ,Chennai
2294,Kyungshin Industrial Motherson,3.2,300,2100.0,Electrical Equipment ,Chennai
2295,Infrastructure Leasing & Financial Services,4.0,300,1300.0,Engineering & Construction ,Mumbai
2296,Yardi Systems,4.0,300,2200.0,Software Product ,Santa Barbara
2297,Signutra,4.6,300,325.0,Pharma ,Wilmington
2298,Ramco Industries,4.2,299,1600.0,Building Material ,Chennai
2299,Sapiens,3.8,299,3700.0,IT Services & Consulting ,Holon
2300,FabHotels,3.2,299,2200.0,Hospitality ,Gurgaon
2301,Telecom Network Solutions,4.2,299,1300.0,Telecom ,Noida
2302,Greet Technologies,3.3,299,1300.0,Recruitment ,Bangalore/Bengaluru
2303,People Tech Group,3.1,299,3100.0,IT Services & Consulting ,Redmond
2304,Cera Sanitaryware,4.2,299,1400.0,Building Material ,London
2305,L. N. Malviya Infra Projects Group,3.5,299,1100.0,Engineering & Construction ,Bhopal
2306,Ofbusiness,2.9,299,1800.0,Internet ,Gurgaon
2307,Transasia Bio-Medicals,3.2,299,1600.0,Biotechnology ,Mumbai
2308,Ceinsys Tech,4.0,299,1300.0,IT Services & Consulting ,Nagpur
2309,Citrix,3.7,298,2500.0,Software Product ,Fort Lauderdale
2310,Christian Medical College,4.3,298,1100.0,Education & Training ,Vellore
2311,Hyundai Engineering and Construction,4.4,298,570.0,Engineering & Construction ,Abu Dhabi
2312,ADFC,3.6,298,555.0,Banking ,Mumbai
2313,Dana India,4.1,298,1600.0,Automobile ,Maumee
2314,Hilex,3.8,298,1200.0,Automobile ,Gurgaon/Gurugram
2315,ASM Technologies,3.5,298,3000.0,Engineering & Construction ,Bangalore/Bengaluru
2316,Self Practice,4.3,298,5000.0,Analytics & KPO ,New Delhi
2317,Myk Laticrete,4.2,297,1400.0,Building Material ,Hyderabad/Secunderabad
2318,Minda Furukawa Electric,3.9,297,1100.0,Auto Components ,Rewari
2319,Ciena,4.3,297,2900.0,Telecom ,Hanover
2320,Rakuten,3.8,297,3800.0,IT Services & Consulting ,San Mateo
2321,ELGI Equipments,3.9,297,1700.0,Industrial Machinery ,Coimbatore
2322,Nissan,3.9,297,2000.0,Automobile ,Yokohama-shi
2323,Dharampal Premchand,4.1,297,1200.0,FMCG ,Delhi/NCR
2324,Mas Callnet,3.9,297,779.0,BPO ,Noida
2325,Novartis Healthcare,4.1,297,4300.0,Pharma ,Mumbai
2326,National Collateral Management Services,3.9,297,1100.0,Government ,Mumbai
2327,INDIABULLS PHARMACEUTICALS,2.7,297,860.0,Pharma ,Mumbai
2328,BUSINESSNEXT (Formerly known as CRMNEXT) under Acidaes Solutions Private Limited,3.5,297,2800.0,IT Services & Consulting ,Noida
2329,Harman Finochem,3.4,297,2200.0,Pharma ,Mumbai
2330,Akamai Technologies,4.4,296,3100.0,IT Services & Consulting ,Cambridge
2331,Aster Dm Healthcare,3.7,296,1800.0,Healthcare ,Dubai
2332,JNS Instruments,3.9,296,1600.0,Industrial Machinery ,Gurgaon
2333,Aurangabad Electricals,3.9,295,1400.0,Auto Components ,Aurangabad
2334,RSWM,4.0,295,1100.0,Fashion & Textile ,Noida
2335,Gaurs Group,4.2,295,1300.0,Real Estate ,Ghaziabad
2336,Grand Hyatt,4.3,295,1000.0,Hospitality ,Chicago
2337,Global Healthcare Billing Partners,3.5,295,2200.0,BPO ,Chennai
2338,Wirpo Technologies,3.7,294,5400.0,IT Services & Consulting ,Bengaluru/Bangalore
2339,Ryan International School,3.8,294,1100.0,Education & Training ,Mumbai
2340,Jubilant Agri and Consumer Products,4.1,294,1200.0,Chemicals ,Gurgaon/Gurugram
2341,Teva API,4.0,294,1400.0,Pharma ,Tel Aviv
2342,Tredence,3.6,294,3100.0,IT Services & Consulting ,San Jose
2343,SOLAR INDUSTRIES INDIA,3.8,294,2000.0,Chemicals ,Nagpur
2344,Acko General Insurance,3.9,294,1500.0,Insurance ,Bengaluru/Bangalore
2345,Wipro Infotech Limited,4.1,294,975.0,Gurgaon/Gurugram +37 more,Gurgaon/Gurugram
2346,Western Refrigeration,4.0,293,1700.0,Industrial Machinery ,Mumbai
2347,Jawahar Navodaya Vidyalaya,4.3,293,536.0,Education & Training ,Noida
2348,Bombardier Transportation,4.1,293,1800.0,Urban Transport ,Montreal
2349,Macquarie Group,3.6,293,3500.0,Financial Services ,Sydney
2350,Brigade Group,4.1,293,2000.0,Real Estate ,Bangalore/Bengaluru
2351,Magma HDI General Insurance,4.0,293,1600.0,Insurance ,Mumbai
2352,India Glycols,3.9,293,1700.0,Chemicals ,Noida
2353,Hamdard,4.0,293,1100.0,Food Processing ,Delhi/NCR
2354,SNS College of Technology,4.9,293,98.0,Education & Training ,Coimbatore
2355,In Time Tec Visionsoft,4.3,293,1700.0,Software Product ,Meridian
2356,Infosys Consulting,3.7,292,3400.0,IT Services & Consulting ,Zurich
2357,Jamna Auto Industries,3.6,292,1600.0,Auto Components ,Yamunanagar
2358,convergys india services,3.6,292,1100.0,Gurgaon/Gurugram +9 more,Gurgaon/Gurugram
2359,Narayana e-Techno School,3.6,292,1400.0,Education & Training ,Hyderabad
2360,Ingersoll Rand,4.0,292,2100.0,Industrial Machinery ,Dublin
2361,Exicom,4.0,292,1800.0,Semiconductors ,Gurgaon
2362,Aarti Drugs,3.9,292,1600.0,Pharma ,Mumbai
2363,V-Xpress,4.2,292,1000.0,Logistics ,Chembur
2364,Wintax Solution,4.8,292,34.0,Recruitment ,Surat
2365,Indorama,3.9,291,1500.0,Fashion & Textile ,Jakarta
2366,"Ministry Of Health, New Delhi",4.4,291,1100.0,Healthcare ,Delhi/NCR
2367,Uniparts Group,4.2,291,1500.0,Industrial Machinery ,Noida
2368,You Broadband,3.9,291,1200.0,Telecom ,Mumbai
2369,PC Solutions,4.0,291,1400.0,IT Services & Consulting ,New Delhi
2370,Vatika Group,3.9,291,1500.0,Hospitality ,Gurgaon
2371,Gilbarco Veeder Root,3.7,291,1900.0,Industrial Machinery ,Greensboro
2372,Suzuki,4.1,291,2600.0,Automobile ,Vadodara/Baroda
2373,Aditya Anagha Multi State Credit Co-Operative Society,4.8,291,89.0,Banking ,Nagpur
2374,ReSource Pro,4.1,291,1400.0,Management Consulting ,Bangalore/Bengaluru
2375,Wonderla Holidays,4.6,290,821.0,Hospitality ,Bangalore/Bengaluru
2376,Laxmi Organic Industries,4.0,290,1600.0,Chemicals ,Mumbai
2377,Sona Koyo Steering Systems,4.1,290,535.0,Auto Components ,Gurgaon/Gurugram
2378,CommScope,3.8,290,2600.0,Telecom ,North carolina
2379,Grey Orange,3.2,290,2000.0,Software Product ,Gurgaon
2380,Methodex,3.8,290,1300.0,Law Enforcement & Security ,Delhi/NCR
2381,Bhagwati Products,3.8,290,864.0,Consumer Electronics & Appliances ,Delhi/NCR
2382,CommScope,3.8,290,2600.0,Telecom ,North carolina
2383,Grey Orange,3.2,290,2000.0,Software Product ,Gurgaon
2384,Wonderla Holidays,4.6,290,821.0,Hospitality ,Bangalore/Bengaluru
2385,Laxmi Organic Industries,4.0,290,1600.0,Chemicals ,Mumbai
2386,Hajee A P Bava Construction,3.8,289,1100.0,Engineering & Construction ,Bangalore/Bengaluru
2387,Johnson Matthey,4.0,289,1600.0,501-1k Employees ,London
2388,Shriram Value Services,4.3,289,1100.0,IT Services & Consulting ,Chennai
2389,Cosmo Films,3.8,289,1700.0,Packaging ,Delhi/NCR
2390,CodeClouds,4.5,289,820.0,Software Product ,Pipitea
2391,Harjai Computers,4.1,289,1300.0,Recruitment ,Mumbai
2392,Webskitters,4.5,289,447.0,IT Services & Consulting ,Kolkata
2393,VDA Infosolutions,3.5,289,1600.0,IT Services & Consulting ,Mumbai
2394,British Petroleum,3.8,289,1600.0,Oil & Gas ,London
2395,Symbiotec Pharmalab,3.7,289,1700.0,Pharma ,Indore
2396,Action Tesa,3.7,289,590.0,501-1k Employees ,New Delhi
2397,IFFCO Kisan Sanchar,3.5,289,848.0,Agro Chemicals ,Delhi/NCR
2398,Kcc Buildcon,4.1,289,1400.0,Engineering & Construction ,Gurgaon/Gurugram
2399,London Stock Exchange Group,4.1,289,3500.0,5k-10k Employees ,London
2400,Chaitanya India Fin Credit,4.0,289,1100.0,Financial Services ,Bangalore
2401,ABP Group,3.4,288,1500.0,Printing & Publishing ,Kolkata
2402,Sunwoda,4.2,288,1800.0,Electronics Manufacturing ,Greater Noida
2403,Datamatics Business Solutions,3.5,288,1800.0,Management Consulting ,Mumbai
2404,MITS GLOBAL CONSULTING,4.6,288,519.0,Recruitment ,Mumbai
2405,African Industries,4.2,288,745.0,Metals & Mining ,Lagos
2406,Deluxe Entertainment,3.4,288,2400.0,Media & Entertainment ,Hollywood
2407,Johnson Controls Hitachi Air Conditioning,3.8,288,1700.0,Consumer Electronics & Appliances ,Kadi
2408,Mahendra NextWealth IT,3.8,288,1200.0,IT Services & Consulting ,Salem
2409,5Paisa Capital Limited,4.1,288,1200.0,Financial Services ,Thane
2410,Eisai Pharmaceuticals,4.3,288,1200.0,Healthcare ,Tokyo
2411,MarketStar,3.3,288,1700.0,Marketing & Advertising ,Ogden
2412,Katerra,3.4,287,2200.0,Engineering & Construction ,Menlo Park
2413,Time Technoplast,3.6,287,1900.0,Petrochemicals ,Mumbai
2414,Kuehne + Nagel,4.0,287,1400.0,Logistics ,Schindellegi
2415,Broadcom,3.6,287,3300.0,Semiconductors ,San Jose
2416,Jyoti CNC Automation,3.9,287,1200.0,Industrial Machinery ,Rajkot
2417,Fuji Electric,4.0,287,1400.0,Industrial Machinery ,Tokyo
2418,Ujjivan Financial Services,4.4,287,35.0,Bengaluru/Bangalore +105 more,Bengaluru/Bangalore
2419,Elecon Engineering,4.2,287,1400.0,Electrical Equipment ,Gujrat
2420,Chambal Fertilisers And Chemicals,4.1,287,1400.0,Agro Chemicals ,Kota
2421,Wipro GE Health Care,4.1,286,1800.0,IT Services & Consulting ,Chicago
2422,Padget Electronics,3.7,286,4600.0,Industrial Machinery ,Noida
2423,IMS People,3.6,286,1900.0,Recruitment ,Ahmedabad
2424,Kutchina,3.7,286,1100.0,Consumer Electronics & Appliances ,Kolkata
2425,Kiya.ai,3.3,285,3500.0,IT Services & Consulting ,Mumbai
2426,SMEC,4.1,285,1300.0,Real Estate ,North Sydney
2427,Henkel Adhesives Technologies,4.2,285,1800.0,Chemicals ,Düsseldorf
2428,Sri Krishna Pharmaceuticals,4.0,285,1600.0,Pharma ,Hyderabad/Secunderabad
2429,Aditya Birla Minacs,4.4,285,529.0,IT Services & Consulting ,Bellandur
2430,Eversendai,3.8,285,1500.0,Engineering & Construction ,Selangor Darul Ehsan
2431,OnePlus,4.1,284,1700.0,Consumer Electronics & Appliances ,Shenzhen
2432,Sahyadri Hospital,4.2,284,1200.0,Healthcare ,Pune
2433,Mothers Recipe,4.2,284,1300.0,Food Processing ,Pune
2434,NetApp,3.9,284,3400.0,IT Services & Consulting ,San Jose
2435,People Group,3.8,284,1600.0,Internet ,Mumbai
2436,GGS Information Services,3.7,284,2100.0,IT Services & Consulting ,York
2437,Invesco,4.1,284,2500.0,Management Consulting ,Atlanta
2438,Bussan Auto Finance,4.5,284,982.0,Financial Services ,New Delhi
2439,LearningMate Solutions,3.8,284,2800.0,EdTech ,Mumbai
2440,Mothers Recipe,4.2,284,1300.0,Food Processing ,Pune
2441,Escon Elevators,3.5,283,941.0,Industrial Machinery ,Navi Mumbai
2442,Win Medicare,4.1,283,867.0,Pharma ,Delhi/NCR
2443,Indian Immunologicals,4.0,283,1600.0,Biotechnology ,Hyderabad/Secunderabad
2444,National Fertilizers,4.2,283,1000.0,Agro Chemicals ,Noida
2445,FCm Travel Solutions,3.7,283,1600.0,Travel & Tourism ,Brisbane
2446,Roca Bathroom Products,3.8,283,1400.0,Building Material ,Municipality of GavÃ
2447,Runwal Group,3.9,283,1900.0,Real Estate ,Mumbai
2448,SUEZ Environnement,4.1,282,1700.0,Waste Management ,Paris
2449,Micromatic Machine Tools,4.5,282,1000.0,Industrial Machinery ,Bengaluru
2450,SoftwareONE,3.9,282,2800.0,Software Product ,Gurgaon/Gurugram
2451,S2 Infotech,3.2,282,1700.0,Recruitment ,Mumbai
2452,Resurgent India,4.7,282,392.0,Investment Banking / Venture Capital / Private Equity ,Gurgaon
2453,Tribhovandas Bhimji Zaveri,4.1,282,1000.0,Metals & Mining ,Mumbai
2454,Intellipaat Software Solutions,3.2,282,1200.0,EdTech ,Jaipur
2455,Yusen Logistics,4.1,282,1500.0,Logistics ,Tokyo
2456,Buzzworks Business Services,3.8,281,1700.0,Recruitment ,Chennai
2457,FoodPanda,3.9,281,1300.0,Internet ,Berlin
2458,Polestar Solutions & Services India,4.3,281,955.0,IT Services & Consulting ,Noida
2459,SHARE Microfin,4.1,281,551.0,Financial Services ,Hyderabad/Secunderabad
2460,Gyan Dairy,4.0,281,1100.0,Food Processing ,Lucknow
2461,MathCo,2.7,281,1900.0,Emerging Technologies ,Bangalore
2462,FiveS Digital,3.2,281,996.0,BPO ,Udaipur
2463,Indian Space Research Organisation,4.5,281,1200.0,Defence & Aerospace ,Bangalore/Bengaluru
